Date,Microsoft,IBM,Johnson&Johnson,Walmart,JP Morgan
2014-04-01,40.400001525878906,187.829833984375,101.29000091552734,79.70999908447266,55.97999954223633
2014-05-01,40.939998626708984,176.2523956298828,101.45999908447266,76.7699966430664,55.56999969482422
2014-06-01,41.70000076293945,173.29827880859375,104.62000274658203,75.06999969482422,57.619998931884766
2014-07-01,43.15999984741211,183.2409210205078,100.08999633789062,73.58000183105469,57.66999816894531
2014-08-01,45.43000030517578,183.8432159423828,103.7300033569336,75.5,59.45000076293945
2014-09-01,46.36000061035156,181.48184204101562,106.58999633789062,76.47000122070312,60.2400016784668
2014-10-01,46.95000076293945,157.170166015625,107.77999877929688,76.2699966430664,60.47999954223633
2014-11-01,47.810001373291016,155.03823852539062,108.25,87.54000091552734,60.15999984741211
2014-12-01,46.45000076293945,153.3843231201172,104.56999969482422,85.87999725341797,62.58000183105469
2015-01-01,40.400001525878906,146.56787109375,100.13999938964844,84.9800033569336,54.380001068115234
2015-02-01,43.849998474121094,154.818359375,102.51000213623047,83.93000030517578,61.279998779296875
2015-03-01,40.65999984741211,153.44168090820312,100.5999984741211,82.25,60.58000183105469
2015-04-01,48.63999938964844,163.75717163085938,99.19999694824219,78.05000305175781,63.2599983215332
2015-05-01,46.86000061035156,162.18930053710938,100.13999938964844,74.2699966430664,65.77999877929688
2015-06-01,44.150001525878906,155.50669860839844,97.45999908447266,70.93000030517578,67.76000213623047
2015-07-01,46.70000076293945,154.86614990234375,100.20999908447266,71.9800033569336,68.52999877929688
2015-08-01,43.52000045776367,141.38623046875,93.9800033569336,64.7300033569336,64.0999984741211
2015-09-01,44.2599983215332,138.5946502685547,93.3499984741211,64.83999633789062,60.970001220703125
2015-10-01,52.63999938964844,133.91969299316406,101.02999877929688,57.2400016784668,64.25
2015-11-01,54.349998474121094,133.28871154785156,101.23999786376953,58.84000015258789,66.68000030517578
2015-12-01,55.47999954223633,131.56787109375,102.72000122070312,61.29999923706055,66.02999877929688
2016-01-01,55.09000015258789,119.3021011352539,104.44000244140625,66.36000061035156,59.5
2016-02-01,50.880001068115234,125.26768493652344,105.20999908447266,66.33999633789062,56.29999923706055
2016-03-01,55.22999954223633,144.7896728515625,108.19999694824219,68.48999786376953,59.220001220703125
2016-04-01,49.869998931884766,139.52198791503906,112.08000183105469,66.87000274658203,63.20000076293945
2016-05-01,53.0,146.97897338867188,112.69000244140625,70.77999877929688,65.2699966430664
2016-06-01,51.16999816894531,145.10516357421875,121.30000305175781,73.0199966430664,62.13999938964844
2016-07-01,56.68000030517578,153.55641174316406,125.2300033569336,72.97000122070312,63.970001220703125
2016-08-01,57.459999084472656,151.89292907714844,119.33999633789062,71.44000244140625,67.5
2016-09-01,57.599998474121094,151.86424255371094,118.12999725341797,72.12000274658203,66.58999633789062
2016-10-01,59.91999816894531,146.93116760253906,115.98999786376953,70.0199966430664,69.26000213623047
2016-11-01,60.2599983215332,155.08604431152344,111.30000305175781,70.43000030517578,80.16999816894531
2016-12-01,62.13999938964844,158.69024658203125,115.20999908447266,69.12000274658203,86.29000091552734
2017-01-01,64.6500015258789,166.84512329101562,113.25,66.73999786376953,84.62999725341797
2017-02-01,63.97999954223633,171.91204833984375,122.20999908447266,70.93000030517578,90.62000274658203
2017-03-01,65.86000061035156,166.48184204101562,124.55000305175781,72.08000183105469,87.83999633789062
2017-04-01,68.45999908447266,153.2409210205078,123.47000122070312,75.18000030517578,87.0
2017-05-01,69.83999633789062,145.91778564453125,128.25,78.5999984741211,82.1500015258789
2017-06-01,68.93000030517578,147.06500244140625,132.2899932861328,75.68000030517578,91.4000015258789
2017-07-01,72.69999694824219,138.30784606933594,132.72000122070312,79.98999786376953,91.80000305175781
2017-08-01,74.7699966430664,136.73995971679688,132.3699951171875,78.06999969482422,90.88999938964844
2017-09-01,74.48999786376953,138.69981384277344,130.00999450683594,78.13999938964844,95.51000213623047
2017-10-01,83.18000030517578,147.28489685058594,139.41000366210938,87.30999755859375,100.61000061035156
2017-11-01,84.16999816894531,147.1988525390625,139.3300018310547,97.2300033569336,104.5199966430664
2017-12-01,85.54000091552734,146.67303466796875,139.72000122070312,98.75,106.94000244140625
2018-01-01,95.01000213623047,156.50096130371094,138.19000244140625,106.5999984741211,115.66999816894531
2018-02-01,93.7699966430664,148.97705078125,129.8800048828125,90.01000213623047,115.5
2018-03-01,91.2699966430664,146.68260192871094,128.14999389648438,88.97000122070312,109.97000122070312
2018-04-01,93.5199966430664,138.5850830078125,126.48999786376953,88.45999908447266,108.77999877929688
2018-05-01,98.83999633789062,135.09559631347656,119.62000274658203,82.54000091552734,107.01000213623047
2018-06-01,98.61000061035156,133.55641174316406,121.33999633789062,85.6500015258789,104.19999694824219
2018-07-01,106.08000183105469,138.55641174316406,132.52000427246094,89.2300033569336,114.94999694824219
2018-08-01,112.33000183105469,140.03823852539062,134.69000244140625,95.86000061035156,114.58000183105469
2018-09-01,114.37000274658203,144.5602264404297,138.1699981689453,93.91000366210938,112.83999633789062
2018-10-01,106.80999755859375,110.35372924804688,139.99000549316406,100.27999877929688,109.0199966430664
2018-11-01,110.88999938964844,118.80496978759766,146.89999389648438,97.6500015258789,111.19000244140625
2018-12-01,101.56999969482422,108.67112731933594,129.0500030517578,93.1500015258789,97.62000274658203
2019-01-01,104.43000030517578,128.50860595703125,133.0800018310547,95.83000183105469,103.5
2019-02-01,112.02999877929688,132.05545043945312,136.63999938964844,98.98999786376953,104.36000061035156
2019-03-01,117.94000244140625,134.89483642578125,139.7899932861328,97.52999877929688,101.2300033569336
2019-04-01,130.60000610351562,134.10133361816406,141.1999969482422,102.83999633789062,116.05000305175781
2019-05-01,123.68000030517578,121.40535736083984,131.14999389648438,101.44000244140625,105.95999908447266
2019-06-01,133.9600067138672,131.8355712890625,139.27999877929688,110.48999786376953,111.80000305175781
2019-07-01,136.27000427246094,141.72084045410156,130.22000122070312,110.37999725341797,116.0
2019-08-01,137.86000061035156,129.56979370117188,128.36000061035156,114.26000213623047,109.86000061035156
2019-09-01,139.02999877929688,139.0248565673828,129.3800048828125,118.68000030517578,117.69000244140625
2019-10-01,143.3699951171875,127.84894561767578,132.0399932861328,117.26000213623047,124.91999816894531
2019-11-01,151.3800048828125,128.53729248046875,137.49000549316406,119.08999633789062,131.75999450683594
2019-12-01,157.6999969482422,128.1453094482422,145.8699951171875,118.83999633789062,139.39999389648438
2020-01-01,170.22999572753906,137.4091796875,148.8699951171875,114.48999786376953,132.36000061035156
2020-02-01,162.00999450683594,124.42638397216797,134.47999572753906,107.68000030517578,116.11000061035156
2020-03-01,157.7100067138672,106.05162811279297,131.1300048828125,113.62000274658203,90.02999877929688
2020-04-01,179.2100067138672,120.03823852539062,150.0399932861328,121.55000305175781,95.76000213623047
2020-05-01,183.25,119.40726470947266,148.75,124.05999755859375,97.30999755859375
2020-06-01,203.50999450683594,115.45889282226562,140.6300048828125,119.77999877929688,94.05999755859375
2020-07-01,205.00999450683594,117.53346252441406,145.75999450683594,129.39999389648438,96.63999938964844
2020-08-01,225.52999877929688,117.88719177246094,153.41000366210938,138.85000610351562,100.19000244140625
2020-09-01,210.3300018310547,116.3193130493164,148.8800048828125,139.91000366210938,96.2699966430664
2020-10-01,202.47000122070312,106.74951934814453,137.11000061035156,138.75,98.04000091552734
2020-11-01,214.07000732421875,118.08795166015625,144.67999267578125,152.7899932861328,117.87999725341797
2020-12-01,222.4199981689453,120.34416961669922,157.3800048828125,144.14999389648438,127.06999969482422
